site,source_id,league,date,kickoff,home_team,away_team,market,pick,p1,p2,p3,note,scraped_at
sportsgambler,everton-vs-manchester-united,Premier League,2026-09-06,16:00 - Sun 06 Sep,Everton,Manchester United,correct_score,2 - 1,,,,Everton Asian Hcp +0.25 @ 1.98,2026-09-06T04:45:45Z
sportsgambler,everton-vs-manchester-united,Premier League,2026-09-06,16:00 - Sun 06 Sep,Everton,Manchester United,1x2,1,,,,Everton Asian Hcp +0.25 @ 1.98,2026-09-06T04:45:45Z
sportsgambler,everton-vs-manchester-united,Premier League,2026-09-06,16:00 - Sun 06 Sep,Everton,Manchester United,btts,Yes,,,,Everton Asian Hcp +0.25 @ 1.98,2026-09-06T04:45:45Z
sportsgambler,everton-vs-manchester-united,Premier League,2026-09-06,16:00 - Sun 06 Sep,Everton,Manchester United,over_under,Over,,,,Everton Asian Hcp +0.25 @ 1.98,2026-09-06T04:45:45Z
sportsgambler,arsenal-vs-chelsea,Premier League,2026-09-06,18:30 - Sun 06 Sep,Arsenal,Chelsea,correct_score,2 - 0,,,,Arsenal To Win @ 1.70,2026-09-06T04:45:45Z
sportsgambler,arsenal-vs-chelsea,Premier League,2026-09-06,18:30 - Sun 06 Sep,Arsenal,Chelsea,1x2,1,,,,Arsenal To Win @ 1.70,2026-09-06T04:45:45Z
sportsgambler,arsenal-vs-chelsea,Premier League,2026-09-06,18:30 - Sun 06 Sep,Arsenal,Chelsea,btts,No,,,,Arsenal To Win @ 1.70,2026-09-06T04:45:45Z
sportsgambler,arsenal-vs-chelsea,Premier League,2026-09-06,18:30 - Sun 06 Sep,Arsenal,Chelsea,over_under,Under,,,,Arsenal To Win @ 1.70,2026-09-06T04:45:45Z
sportsgambler,valencia-vs-barcelona,LaLiga,2026-09-06,17:15 - Sun 06 Sep,Valencia,Barcelona,correct_score,1 - 2,,,,Valencia Asian Hcp +1.75 @ 1.90,2026-09-06T04:45:45Z
sportsgambler,valencia-vs-barcelona,LaLiga,2026-09-06,17:15 - Sun 06 Sep,Valencia,Barcelona,1x2,2,,,,Valencia Asian Hcp +1.75 @ 1.90,2026-09-06T04:45:45Z
sportsgambler,valencia-vs-barcelona,LaLiga,2026-09-06,17:15 - Sun 06 Sep,Valencia,Barcelona,btts,Yes,,,,Valencia Asian Hcp +1.75 @ 1.90,2026-09-06T04:45:45Z
sportsgambler,valencia-vs-barcelona,LaLiga,2026-09-06,17:15 - Sun 06 Sep,Valencia,Barcelona,over_under,Over,,,,Valencia Asian Hcp +1.75 @ 1.90,2026-09-06T04:45:45Z
sportsgambler,alaves-vs-osasuna,LaLiga,2026-09-06,19:30 - Sun 06 Sep,Alavés,Osasuna,correct_score,1 - 0,,,,Alavés To Win @ 2.30,2026-09-06T04:45:45Z
