site,source_id,league,date,kickoff,home_team,away_team,market,pick,p1,p2,p3,note,scraped_at
eaglepredict,8557996,Premier League,2026-09-19,17:00,Newcastle,Hull City,over_under,Over  2.5 Goals,,,,1.76,2026-09-19T07:59:35Z
eaglepredict,8570407,La Liga,2026-09-19,22:00,Sevilla,Barcelona,1x2,Barcelona Win,,,,1.24,2026-09-19T07:59:35Z
eaglepredict,8570405,La Liga,2026-09-20,19:30,Villarreal,Levante UD,over_under,Under  3.5 Goals,,,,1.66,2026-09-19T07:59:35Z
eaglepredict,8572293,Bundesliga,2026-09-19,16:30,Eintracht Frankfurt,Freiburg,double_chance,Double Chance: Draw or Freiburg,,,,1.65,2026-09-19T07:59:35Z
eaglepredict,8572520,Bundesliga,2026-09-19,16:30,Werder Bremen,Augsburg,over_under,Over  2.5 Goals,,,,1.44,2026-09-19T07:59:35Z
eaglepredict,8572436,Bundesliga,2026-09-19,19:30,Stuttgart,Borussia Dortmund,over_under,Under  4.5 Goals,,,,1.32,2026-09-19T07:59:35Z
eaglepredict,8572269,Bundesliga,2026-09-20,16:30,Bayer Leverkusen,RB Leipzig,over_under,Under  4.5 Goals,,,,1.48,2026-09-19T07:59:35Z
eaglepredict,8572560,Bundesliga,2026-09-20,20:30,Paderborn,Hoffenheim,over_under,Over  2.5 Goals,,,,1.37,2026-09-19T07:59:35Z
eaglepredict,8545188,Serie A,2026-09-20,16:00,Frosinone,Como,over_under,Under  4.5 Goals,,,,1.22,2026-09-19T07:59:35Z
eaglepredict,8548627,Ligue 1,2026-09-20,21:45,Olympique Marseille,PSG,over_under,Under  4.5 Goals,,,,1.37,2026-09-19T07:59:35Z
eaglepredict,8547844,Eredivisie,2026-09-19,21:00,Ajax,Excelsior,over_under,Over  2.5 Goals,,,,1.22,2026-09-19T07:59:35Z
eaglepredict,8547684,Eredivisie,2026-09-20,13:15,Feyenoord,Utrecht,1x2,Feyenoord Win,,,,1.21,2026-09-19T07:59:35Z
eaglepredict,8547812,Eredivisie,2026-09-20,15:30,Twente,PSV,double_chance,Double Chance: Draw or PSV,,,,1.40,2026-09-19T07:59:35Z
eaglepredict,8547843,Eredivisie,2026-09-20,15:30,AZ,Telstar,1x2,AZ Win,,,,1.18,2026-09-19T07:59:35Z
eaglepredict,8547656,Eredivisie,2026-09-20,17:45,NEC,Go Ahead Eagles,double_chance,Double Chance: NEC or Draw,,,,1.30,2026-09-19T07:59:35Z
eaglepredict,8574233,Primeira Liga,2026-09-19,22:30,Sporting CP,FC Arouca,1x2,Sporting CP Win,,,,1.15,2026-09-19T07:59:35Z
