site,source_id,league,date,kickoff,home_team,away_team,market,pick,p1,p2,p3,note,scraped_at
whoscored,1983557,Premier League,2026-08-28,20:00,Crystal Palace,Manchester City,1x2,2,,,,1.62,2026-08-27T18:45:34Z
whoscored,1983557,Premier League,2026-08-28,20:00,Crystal Palace,Manchester City,over_under,Over,,,,1.48,2026-08-27T18:45:34Z
whoscored,1983557,Premier League,2026-08-28,20:00,Crystal Palace,Manchester City,btts,Yes,,,,,2026-08-27T18:45:34Z
whoscored,1983557,Premier League,2026-08-28,20:00,Crystal Palace,Manchester City,correct_score,1 - 3,,,,9.5,2026-08-27T18:45:34Z
whoscored,1983560,Premier League,2026-08-29,12:30,Liverpool,Nottingham Forest,1x2,1,,,,1.47,2026-08-27T18:45:34Z
whoscored,1983560,Premier League,2026-08-29,12:30,Liverpool,Nottingham Forest,over_under,Over,,,,1.57,2026-08-27T18:45:34Z
whoscored,1983560,Premier League,2026-08-29,12:30,Liverpool,Nottingham Forest,btts,Yes,,,,,2026-08-27T18:45:34Z
whoscored,1983560,Premier League,2026-08-29,12:30,Liverpool,Nottingham Forest,correct_score,3 - 1,,,,8.8,2026-08-27T18:45:34Z
whoscored,1983563,Premier League,2026-08-29,15:00,Coventry,Hull,1x2,X,,,,3.32,2026-08-27T18:45:34Z
whoscored,1983563,Premier League,2026-08-29,15:00,Coventry,Hull,over_under,Under,,,,1.86,2026-08-27T18:45:34Z
whoscored,1983563,Premier League,2026-08-29,15:00,Coventry,Hull,btts,No,,,,,2026-08-27T18:45:34Z
whoscored,1983563,Premier League,2026-08-29,15:00,Coventry,Hull,correct_score,0 - 0,,,,10,2026-08-27T18:45:34Z
whoscored,1983556,Premier League,2026-08-29,15:00,Bournemouth,Everton,1x2,1,,,,1.95,2026-08-27T18:45:34Z
whoscored,1983556,Premier League,2026-08-29,15:00,Bournemouth,Everton,over_under,Over,,,,1.76,2026-08-27T18:45:34Z
whoscored,1983556,Premier League,2026-08-29,15:00,Bournemouth,Everton,btts,Yes,,,,,2026-08-27T18:45:34Z
whoscored,1983556,Premier League,2026-08-29,15:00,Bournemouth,Everton,correct_score,2 - 1,,,,6.6,2026-08-27T18:45:34Z
whoscored,1983565,Premier League,2026-08-29,17:30,Tottenham,Newcastle,1x2,1,,,,2.18,2026-08-27T18:45:34Z
whoscored,1983565,Premier League,2026-08-29,17:30,Tottenham,Newcastle,over_under,Over,,,,1.52,2026-08-27T18:45:34Z
whoscored,1983565,Premier League,2026-08-29,17:30,Tottenham,Newcastle,btts,Yes,,,,,2026-08-27T18:45:34Z
whoscored,1983565,Premier League,2026-08-29,17:30,Tottenham,Newcastle,correct_score,2 - 1,,,,7,2026-08-27T18:45:34Z
whoscored,1983559,Premier League,2026-08-30,14:00,Leeds,Brentford,1x2,X,,,,3.19,2026-08-27T18:45:34Z
whoscored,1983559,Premier League,2026-08-30,14:00,Leeds,Brentford,over_under,Over,,,,1.77,2026-08-27T18:45:34Z
whoscored,1983559,Premier League,2026-08-30,14:00,Leeds,Brentford,btts,Yes,,,,,2026-08-27T18:45:34Z
