site,source_id,league,date,kickoff,home_team,away_team,market,pick,p1,p2,p3,note,scraped_at
whoscored,1983598,Premier League,2026-09-12,15:00,Crystal Palace,Ipswich,1x2,1,,,,1.83,2026-09-12T12:45:37Z
whoscored,1983598,Premier League,2026-09-12,15:00,Crystal Palace,Ipswich,over_under,Under,,,,2.05,2026-09-12T12:45:37Z
whoscored,1983598,Premier League,2026-09-12,15:00,Crystal Palace,Ipswich,btts,No,,,,,2026-09-12T12:45:37Z
whoscored,1983598,Premier League,2026-09-12,15:00,Crystal Palace,Ipswich,correct_score,2 - 0,,,,8.6,2026-09-12T12:45:37Z
whoscored,1983602,Premier League,2026-09-12,15:00,Liverpool,Fulham,1x2,1,,,,1.44,2026-09-12T12:45:37Z
whoscored,1983602,Premier League,2026-09-12,15:00,Liverpool,Fulham,over_under,Over,,,,1.4,2026-09-12T12:45:37Z
whoscored,1983602,Premier League,2026-09-12,15:00,Liverpool,Fulham,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1983602,Premier League,2026-09-12,15:00,Liverpool,Fulham,correct_score,3 - 1,,,,8.4,2026-09-12T12:45:37Z
whoscored,1983588,Premier League,2026-09-12,15:00,Bournemouth,Brentford,1x2,X,,,,3.47,2026-09-12T12:45:37Z
whoscored,1983588,Premier League,2026-09-12,15:00,Bournemouth,Brentford,over_under,Over,,,,1.57,2026-09-12T12:45:37Z
whoscored,1983588,Premier League,2026-09-12,15:00,Bournemouth,Brentford,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1983588,Premier League,2026-09-12,15:00,Bournemouth,Brentford,correct_score,2 - 2,,,,8.6,2026-09-12T12:45:37Z
whoscored,1983590,Premier League,2026-09-12,15:00,Aston Villa,Nottingham Forest,1x2,1,,,,2.14,2026-09-12T12:45:37Z
whoscored,1983590,Premier League,2026-09-12,15:00,Aston Villa,Nottingham Forest,over_under,Over,,,,1.85,2026-09-12T12:45:37Z
whoscored,1983590,Premier League,2026-09-12,15:00,Aston Villa,Nottingham Forest,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1983590,Premier League,2026-09-12,15:00,Aston Villa,Nottingham Forest,correct_score,2 - 1,,,,6.9,2026-09-12T12:45:37Z
whoscored,1983594,Premier League,2026-09-12,15:00,Chelsea,Hull,1x2,1,,,,1.19,2026-09-12T12:45:37Z
whoscored,1983594,Premier League,2026-09-12,15:00,Chelsea,Hull,over_under,Over,,,,1.35,2026-09-12T12:45:37Z
whoscored,1983594,Premier League,2026-09-12,15:00,Chelsea,Hull,btts,No,,,,,2026-09-12T12:45:37Z
whoscored,1983594,Premier League,2026-09-12,15:00,Chelsea,Hull,correct_score,3 - 0,,,,6.4,2026-09-12T12:45:37Z
whoscored,1983569,Premier League,2026-09-12,17:30,Tottenham,Everton,1x2,1,,,,1.94,2026-09-12T12:45:37Z
whoscored,1983569,Premier League,2026-09-12,17:30,Tottenham,Everton,over_under,Over,,,,1.66,2026-09-12T12:45:37Z
whoscored,1983569,Premier League,2026-09-12,17:30,Tottenham,Everton,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1983569,Premier League,2026-09-12,17:30,Tottenham,Everton,correct_score,3 - 1,,,,11,2026-09-12T12:45:37Z
whoscored,1983566,Premier League,2026-09-13,16:30,Manchester United,Manchester City,1x2,2,,,,2.05,2026-09-12T12:45:37Z
whoscored,1983566,Premier League,2026-09-13,16:30,Manchester United,Manchester City,over_under,Over,,,,1.47,2026-09-12T12:45:37Z
whoscored,1983566,Premier League,2026-09-13,16:30,Manchester United,Manchester City,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1983566,Premier League,2026-09-13,16:30,Manchester United,Manchester City,correct_score,1 - 2,,,,6.8,2026-09-12T12:45:37Z
whoscored,1983600,Premier League,2026-09-14,20:00,Leeds,Newcastle,1x2,X,,,,3.33,2026-09-12T12:45:37Z
whoscored,1983600,Premier League,2026-09-14,20:00,Leeds,Newcastle,over_under,Under,,,,1.92,2026-09-12T12:45:37Z
whoscored,1983600,Premier League,2026-09-14,20:00,Leeds,Newcastle,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1983600,Premier League,2026-09-14,20:00,Leeds,Newcastle,correct_score,1 - 1,,,,5.3,2026-09-12T12:45:37Z
whoscored,1993943,LaLiga,2026-09-12,15:15,Osasuna,Espanyol,1x2,X,,,,3,2026-09-12T12:45:37Z
whoscored,1993943,LaLiga,2026-09-12,15:15,Osasuna,Espanyol,over_under,Under,,,,1.61,2026-09-12T12:45:37Z
whoscored,1993943,LaLiga,2026-09-12,15:15,Osasuna,Espanyol,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1993943,LaLiga,2026-09-12,15:15,Osasuna,Espanyol,correct_score,1 - 1,,,,4.6,2026-09-12T12:45:37Z
whoscored,1993930,LaLiga,2026-09-12,17:30,Athletic Club,Elche,1x2,1,,,,1.38,2026-09-12T12:45:37Z
whoscored,1993930,LaLiga,2026-09-12,17:30,Athletic Club,Elche,over_under,Over,,,,1.62,2026-09-12T12:45:37Z
whoscored,1993930,LaLiga,2026-09-12,17:30,Athletic Club,Elche,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1993930,LaLiga,2026-09-12,17:30,Athletic Club,Elche,correct_score,2 - 1,,,,6.6,2026-09-12T12:45:37Z
whoscored,1994162,LaLiga,2026-09-12,20:00,Real Madrid,Rayo Vallecano,1x2,1,,,,1.12,2026-09-12T12:45:37Z
whoscored,1994162,LaLiga,2026-09-12,20:00,Real Madrid,Rayo Vallecano,over_under,Over,,,,1.23,2026-09-12T12:45:37Z
whoscored,1994162,LaLiga,2026-09-12,20:00,Real Madrid,Rayo Vallecano,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1994162,LaLiga,2026-09-12,20:00,Real Madrid,Rayo Vallecano,correct_score,3 - 1,,,,7.7,2026-09-12T12:45:37Z
whoscored,1993941,LaLiga,2026-09-13,15:15,Levante,Barcelona,1x2,2,,,,1.13,2026-09-12T12:45:37Z
whoscored,1993941,LaLiga,2026-09-13,15:15,Levante,Barcelona,over_under,Over,,,,1.22,2026-09-12T12:45:37Z
whoscored,1993941,LaLiga,2026-09-13,15:15,Levante,Barcelona,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1993941,LaLiga,2026-09-13,15:15,Levante,Barcelona,correct_score,1 - 3,,,,7.7,2026-09-12T12:45:37Z
whoscored,1993938,LaLiga,2026-09-13,17:30,Getafe,Deportivo de A Coruna,1x2,1,,,,2.36,2026-09-12T12:45:37Z
whoscored,1993938,LaLiga,2026-09-13,17:30,Getafe,Deportivo de A Coruna,over_under,Over,,,,2.9,2026-09-12T12:45:37Z
whoscored,1993938,LaLiga,2026-09-13,17:30,Getafe,Deportivo de A Coruna,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1993938,LaLiga,2026-09-13,17:30,Getafe,Deportivo de A Coruna,correct_score,2 - 1,,,,8.3,2026-09-12T12:45:37Z
whoscored,1994164,LaLiga,2026-09-13,20:00,Real Sociedad,Atletico Madrid,1x2,X,,,,3.25,2026-09-12T12:45:37Z
whoscored,1994164,LaLiga,2026-09-13,20:00,Real Sociedad,Atletico Madrid,over_under,Over,,,,1.58,2026-09-12T12:45:37Z
whoscored,1994164,LaLiga,2026-09-13,20:00,Real Sociedad,Atletico Madrid,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1994164,LaLiga,2026-09-13,20:00,Real Sociedad,Atletico Madrid,correct_score,2 - 2,,,,8.3,2026-09-12T12:45:37Z
whoscored,1995412,Bundesliga,2026-09-12,14:30,Augsburg,Bayer Leverkusen,1x2,X,,,,3.8,2026-09-12T12:45:37Z
whoscored,1995412,Bundesliga,2026-09-12,14:30,Augsburg,Bayer Leverkusen,over_under,Over,,,,1.31,2026-09-12T12:45:37Z
whoscored,1995412,Bundesliga,2026-09-12,14:30,Augsburg,Bayer Leverkusen,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1995412,Bundesliga,2026-09-12,14:30,Augsburg,Bayer Leverkusen,correct_score,2 - 2,,,,8,2026-09-12T12:45:37Z
whoscored,1995413,Bundesliga,2026-09-12,14:30,Borussia Dortmund,Paderborn,1x2,1,,,,1.22,2026-09-12T12:45:37Z
whoscored,1995413,Bundesliga,2026-09-12,14:30,Borussia Dortmund,Paderborn,over_under,Over,,,,1.31,2026-09-12T12:45:37Z
whoscored,1995413,Bundesliga,2026-09-12,14:30,Borussia Dortmund,Paderborn,btts,No,,,,,2026-09-12T12:45:37Z
whoscored,1995413,Bundesliga,2026-09-12,14:30,Borussia Dortmund,Paderborn,correct_score,3 - 0,,,,7,2026-09-12T12:45:37Z
whoscored,1995419,Bundesliga,2026-09-12,14:30,Freiburg,Borussia M.Gladbach,1x2,1,,,,1.63,2026-09-12T12:45:37Z
whoscored,1995419,Bundesliga,2026-09-12,14:30,Freiburg,Borussia M.Gladbach,over_under,Under,,,,2.5,2026-09-12T12:45:37Z
whoscored,1995419,Bundesliga,2026-09-12,14:30,Freiburg,Borussia M.Gladbach,btts,No,,,,,2026-09-12T12:45:37Z
whoscored,1995419,Bundesliga,2026-09-12,14:30,Freiburg,Borussia M.Gladbach,correct_score,2 - 0,,,,8.7,2026-09-12T12:45:37Z
whoscored,1995421,Bundesliga,2026-09-12,14:30,Hoffenheim,VfB Stuttgart,1x2,2,,,,2.75,2026-09-12T12:45:37Z
whoscored,1995421,Bundesliga,2026-09-12,14:30,Hoffenheim,VfB Stuttgart,over_under,Over,,,,1.29,2026-09-12T12:45:37Z
whoscored,1995421,Bundesliga,2026-09-12,14:30,Hoffenheim,VfB Stuttgart,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1995421,Bundesliga,2026-09-12,14:30,Hoffenheim,VfB Stuttgart,correct_score,1 - 2,,,,8.8,2026-09-12T12:45:37Z
whoscored,1995423,Bundesliga,2026-09-12,14:30,Mainz 05,Eintracht Frankfurt,1x2,1,,,,1.72,2026-09-12T12:45:37Z
whoscored,1995423,Bundesliga,2026-09-12,14:30,Mainz 05,Eintracht Frankfurt,over_under,Over,,,,1.38,2026-09-12T12:45:37Z
whoscored,1995423,Bundesliga,2026-09-12,14:30,Mainz 05,Eintracht Frankfurt,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1995423,Bundesliga,2026-09-12,14:30,Mainz 05,Eintracht Frankfurt,correct_score,2 - 1,,,,6.4,2026-09-12T12:45:37Z
whoscored,1995417,Bundesliga,2026-09-12,17:30,FC Koln,Werder Bremen,1x2,X,,,,3.62,2026-09-12T12:45:37Z
whoscored,1995417,Bundesliga,2026-09-12,17:30,FC Koln,Werder Bremen,over_under,Under,,,,2.37,2026-09-12T12:45:37Z
whoscored,1995417,Bundesliga,2026-09-12,17:30,FC Koln,Werder Bremen,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1995417,Bundesliga,2026-09-12,17:30,FC Koln,Werder Bremen,correct_score,1 - 1,,,,5.8,2026-09-12T12:45:37Z
whoscored,1995425,Bundesliga,2026-09-13,14:30,RB Leipzig,Hamburger SV,1x2,1,,,,1.3,2026-09-12T12:45:37Z
whoscored,1995425,Bundesliga,2026-09-13,14:30,RB Leipzig,Hamburger SV,over_under,Over,,,,1.35,2026-09-12T12:45:37Z
whoscored,1995425,Bundesliga,2026-09-13,14:30,RB Leipzig,Hamburger SV,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1995425,Bundesliga,2026-09-13,14:30,RB Leipzig,Hamburger SV,correct_score,3 - 1,,,,7,2026-09-12T12:45:37Z
whoscored,1995415,Bundesliga,2026-09-13,16:30,Elversberg,Bayern Munich,1x2,2,,,,1.11,2026-09-12T12:45:37Z
whoscored,1995415,Bundesliga,2026-09-13,16:30,Elversberg,Bayern Munich,over_under,Over,,,,1.13,2026-09-12T12:45:37Z
whoscored,1995415,Bundesliga,2026-09-13,16:30,Elversberg,Bayern Munich,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1995415,Bundesliga,2026-09-13,16:30,Elversberg,Bayern Munich,correct_score,1 - 3,,,,7.9,2026-09-12T12:45:37Z
whoscored,1980933,Serie A,2026-09-12,14:00,Genoa,Frosinone,1x2,X,,,,3.05,2026-09-12T12:45:37Z
whoscored,1980933,Serie A,2026-09-12,14:00,Genoa,Frosinone,over_under,Over,,,,1.75,2026-09-12T12:45:37Z
whoscored,1980933,Serie A,2026-09-12,14:00,Genoa,Frosinone,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1980933,Serie A,2026-09-12,14:00,Genoa,Frosinone,correct_score,2 - 2,,,,8.7,2026-09-12T12:45:37Z
whoscored,1980938,Serie A,2026-09-12,17:00,Lazio,AC Milan,1x2,X,,,,3.06,2026-09-12T12:45:37Z
whoscored,1980938,Serie A,2026-09-12,17:00,Lazio,AC Milan,over_under,Over,,,,2.1,2026-09-12T12:45:37Z
whoscored,1980938,Serie A,2026-09-12,17:00,Lazio,AC Milan,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1980938,Serie A,2026-09-12,17:00,Lazio,AC Milan,correct_score,2 - 2,,,,11,2026-09-12T12:45:37Z
whoscored,1980927,Serie A,2026-09-12,19:45,Atalanta,Cagliari,1x2,1,,,,1.66,2026-09-12T12:45:37Z
whoscored,1980927,Serie A,2026-09-12,19:45,Atalanta,Cagliari,over_under,Under,,,,1.83,2026-09-12T12:45:37Z
whoscored,1980927,Serie A,2026-09-12,19:45,Atalanta,Cagliari,btts,No,,,,,2026-09-12T12:45:37Z
whoscored,1980927,Serie A,2026-09-12,19:45,Atalanta,Cagliari,correct_score,2 - 0,,,,6.8,2026-09-12T12:45:37Z
whoscored,1980942,Serie A,2026-09-13,14:00,Lecce,Monza,1x2,1,,,,2.6,2026-09-12T12:45:37Z
whoscored,1980942,Serie A,2026-09-13,14:00,Lecce,Monza,over_under,Under,,,,1.55,2026-09-12T12:45:37Z
whoscored,1980942,Serie A,2026-09-13,14:00,Lecce,Monza,btts,No,,,,,2026-09-12T12:45:37Z
whoscored,1980942,Serie A,2026-09-13,14:00,Lecce,Monza,correct_score,1 - 0,,,,6,2026-09-12T12:45:37Z
whoscored,1980946,Serie A,2026-09-13,17:00,Napoli,Bologna,1x2,1,,,,1.73,2026-09-12T12:45:37Z
whoscored,1980946,Serie A,2026-09-13,17:00,Napoli,Bologna,over_under,Over,,,,2,2026-09-12T12:45:37Z
whoscored,1980946,Serie A,2026-09-13,17:00,Napoli,Bologna,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1980946,Serie A,2026-09-13,17:00,Napoli,Bologna,correct_score,2 - 1,,,,6.6,2026-09-12T12:45:37Z
whoscored,1980949,Serie A,2026-09-13,19:45,Sassuolo,Juventus,1x2,X,,,,3.8,2026-09-12T12:45:37Z
whoscored,1980949,Serie A,2026-09-13,19:45,Sassuolo,Juventus,over_under,Under,,,,1.97,2026-09-12T12:45:37Z
whoscored,1980949,Serie A,2026-09-13,19:45,Sassuolo,Juventus,btts,Yes,,,,,2026-09-12T12:45:37Z
whoscored,1980949,Serie A,2026-09-13,19:45,Sassuolo,Juventus,correct_score,1 - 1,,,,6,2026-09-12T12:45:37Z
whoscored,1980952,Serie A,2026-09-14,17:30,Torino,Roma,1x2,2,,,,1.5,2026-09-12T12:45:37Z
whoscored,1980952,Serie A,2026-09-14,17:30,Torino,Roma,over_under,Over,,,,1.68,2026-09-12T12:45:37Z
