site,source_id,league,date,kickoff,home_team,away_team,market,pick,p1,p2,p3,note,scraped_at
whoscored,1983550,Premier League,2026-08-24,20:00,Fulham,Chelsea,1x2,2,,,,1.78,2026-08-24T06:41:54Z
whoscored,1983550,Premier League,2026-08-24,20:00,Fulham,Chelsea,over_under,Over,,,,1.62,2026-08-24T06:41:54Z
whoscored,1983550,Premier League,2026-08-24,20:00,Fulham,Chelsea,btts,Yes,,,,,2026-08-24T06:41:54Z
whoscored,1983550,Premier League,2026-08-24,20:00,Fulham,Chelsea,correct_score,1 - 2,,,,6.3,2026-08-24T06:41:54Z
whoscored,1997562,Liga Portugal,2026-08-24,20:15,Gil Vicente,Casa Pia AC,1x2,1,,,,1.66,2026-08-24T06:41:54Z
whoscored,1997562,Liga Portugal,2026-08-24,20:15,Gil Vicente,Casa Pia AC,over_under,Under,,,,1.6,2026-08-24T06:41:54Z
whoscored,1997562,Liga Portugal,2026-08-24,20:15,Gil Vicente,Casa Pia AC,btts,No,,,,,2026-08-24T06:41:54Z
whoscored,1997562,Liga Portugal,2026-08-24,20:15,Gil Vicente,Casa Pia AC,correct_score,2 - 0,,,,6.5,2026-08-24T06:41:54Z
