site,source_id,league,date,kickoff,home_team,away_team,market,pick,p1,p2,p3,note,scraped_at
flashscore,A7Ob65ig,Premier League,2026-09-05,2026-09-05 11:30,Newcastle,Bournemouth,1x2,X,,,,"Although Newcastle have impressed under Jaissle, Bournemouth have been unlucky in Rose’s first couple of games, so backing a draw could be a solid route to take.",2026-09-03T16:17:22Z
flashscore,25c1yohJ,Premier League,2026-09-05,2026-09-05 14:00,Brentford,Sunderland,1x2,1,,,,"With strong trends in favour of Brentford’s attack, backing over 1.5 Brentford goals could prove fruitful.",2026-09-03T16:17:22Z
flashscore,UBkmalpQ,Premier League,2026-09-05,2026-09-05 14:00,Brighton,Leeds,1x2,X,,,,"Despite recent H2H history, a draw and both teams to score looks a very viable combination here with both in good form.",2026-09-03T16:17:22Z
flashscore,UBkmalpQ,Premier League,2026-09-05,2026-09-05 14:00,Brighton,Leeds,btts,Yes,,,,"Despite recent H2H history, a draw and both teams to score looks a very viable combination here with both in good form.",2026-09-03T16:17:22Z
flashscore,Y7vRi6x0,Premier League,2026-09-05,2026-09-05 14:00,Fulham,Crystal Palace,over_under,Over,,,,"For two sides struggling to adapt to life under new managers, backing both teams to score and over 2.5 goals could be the best approach to take.",2026-09-03T16:17:22Z
flashscore,Y7vRi6x0,Premier League,2026-09-05,2026-09-05 14:00,Fulham,Crystal Palace,btts,Yes,,,,"For two sides struggling to adapt to life under new managers, backing both teams to score and over 2.5 goals could be the best approach to take.",2026-09-03T16:17:22Z
flashscore,2sLj8RMt,Premier League,2026-09-05,2026-09-05 14:00,Manchester City,Coventry,over_under,Over,,,,"Value will be hard to find here, so Haaland to score first and City to score over 3.5 goals looks worth a punt given Coventry’s poor start.",2026-09-03T16:17:22Z
flashscore,rLM64qM5,Premier League,2026-09-05,2026-09-05 14:00,Nottingham,Tottenham,1x2,1,,,,"Tottenham look in even worse shape than when they lost both H2Hs last season, making a Nottingham Forest win and clean sheet an attractive pick.",2026-09-03T16:17:22Z
flashscore,QsyJgS7m,Premier League,2026-09-06,2026-09-06 13:00,Everton,Manchester Utd,1x2,1,,,,"United have been far from convincing on the road under Carrick, so the odds on an Everton win look an attractive prospect.",2026-09-03T16:17:22Z
flashscore,GzrJ32nL,LaLiga,2026-09-03,2026-09-03 19:00,Real Sociedad,Celta Vigo,1x2,1,,,,"Riding high on a home win over the weekend, the odds on a Real Sociedad victory here look rather attractive given they face a winless side.",2026-09-03T16:17:22Z
flashscore,Au6uQzs2,LaLiga,2026-09-04,2026-09-04 19:00,Betis,Real Madrid,1x2,2,,,,"Madrid are the clear favourites, but Betis’ good recent record at home in this fixture suggests there is value in backing Madrid to win and both teams to score.",2026-09-03T16:17:22Z
flashscore,Au6uQzs2,LaLiga,2026-09-04,2026-09-04 19:00,Betis,Real Madrid,btts,Yes,,,,"Madrid are the clear favourites, but Betis’ good recent record at home in this fixture suggests there is value in backing Madrid to win and both teams to score.",2026-09-03T16:17:22Z
flashscore,xS7XRdCk,LaLiga,2026-09-05,2026-09-05 14:15,Ath Bilbao,Atl. Madrid,1x2,X,,,,"With Athletic beginning to find their feet under Terzić, backing a draw could be a good option here given their excellent recent H2H home record.",2026-09-03T16:17:22Z
flashscore,IaIwr92m,LaLiga,2026-09-05,2026-09-05 19:00,Villarreal,Dep. A Coruna,1x2,X,,,,"With Villarreal winless and Deportivo in strong form to start the season, backing a draw could prove an enticing prospect.",2026-09-03T16:17:22Z
flashscore,MFH8mVvQ,LaLiga,2026-09-06,2026-09-06 14:15,Valencia,Barcelona,1x2,2,,,,Valencia have shown little to suggest that they can prevent a Barcelona win by a 2+ goal margin here.,2026-09-03T16:17:22Z
flashscore,zJPxkg9a,Bundesliga,2026-09-04,2026-09-04 18:30,Stuttgart,FC Koln,1x2,1,,,,"Given Stuttgart's brilliant home record last season and free-scoring ability in general, a Stuttgart win coupled with them scoring 3+ goals seems a plausible outcome.",2026-09-03T16:17:22Z
flashscore,GdRhoB8O,Bundesliga,2026-09-05,2026-09-05 13:30,Bayer Leverkusen,Union Berlin,1x2,1,,,,"Given the hosts’ H2H dominance and their need for a response, a Leverkusen win while scoring over 2.5 goals in the process could be deemed likely.",2026-09-03T16:17:22Z
flashscore,GdRhoB8O,Bundesliga,2026-09-05,2026-09-05 13:30,Bayer Leverkusen,Union Berlin,over_under,Over,,,,"Given the hosts’ H2H dominance and their need for a response, a Leverkusen win while scoring over 2.5 goals in the process could be deemed likely.",2026-09-03T16:17:22Z
flashscore,x64A3hOh,Bundesliga,2026-09-05,2026-09-05 13:30,B. Monchengladbach,Elversberg,1x2,1,,,,"With the hosts in strong form on their own turf, a Gladbach win and over 2.5 goals combination is a strong option.",2026-09-03T16:17:22Z
flashscore,x64A3hOh,Bundesliga,2026-09-05,2026-09-05 13:30,B. Monchengladbach,Elversberg,over_under,Over,,,,"With the hosts in strong form on their own turf, a Gladbach win and over 2.5 goals combination is a strong option.",2026-09-03T16:17:22Z
flashscore,8WNpmXwC,Bundesliga,2026-09-05,2026-09-05 13:30,Hoffenheim,Dortmund,over_under,Over,,,,"For two sides who generally have no issues finding the back of the net, over 2.5 goals seems likely.",2026-09-03T16:17:22Z
flashscore,fPqrIiwn,Bundesliga,2026-09-05,2026-09-05 13:30,Paderborn,Freiburg,1x2,2,,,,"With Paderborn’s home record and Freiburg’s recent run of results on the road, backing both teams to score looks like a solid bet.",2026-09-03T16:17:22Z
