site,source_id,league,date,kickoff,home_team,away_team,market,pick,p1,p2,p3,note,scraped_at
eaglepredict,8570546,La Liga,2026-08-24,20:30,Osasuna,Levante UD,1x2,Osasuna Win,,,,1.70,2026-08-24T06:41:54Z
eaglepredict,8570546,La Liga,2026-08-24,20:30,Osasuna,Levante UD,over_under,Over  2.5 Goals,,,,1.84,2026-08-24T06:41:54Z
eaglepredict,8570480,La Liga,2026-08-24,22:30,Málaga CF,Deportivo La Coruña,1x2,Málaga CF Win,,,,1.75,2026-08-24T06:41:54Z
eaglepredict,8545218,Serie A,2026-08-24,21:45,Roma,Fiorentina,1x2,Roma Win,,,,1.50,2026-08-24T06:41:54Z
eaglepredict,8545218,Serie A,2026-08-24,21:45,Roma,Fiorentina,over_under,Over  2.5 Goals,,,,1.75,2026-08-24T06:41:54Z
eaglepredict,8557855,Premier League,2026-08-24,22:00,Fulham,Chelsea,1x2,Chelsea Win,,,,1.73,2026-08-24T06:41:54Z
eaglepredict,8557855,Premier League,2026-08-24,22:00,Fulham,Chelsea,over_under,Over  2.5 Goals,,,,1.52,2026-08-24T06:41:54Z
eaglepredict,8574462,Primeira Liga,2026-08-24,22:15,Gil Vicente,Casa Pia,1x2,Gil Vicente Win,,,,1.58,2026-08-24T06:41:54Z
eaglepredict,8570557,La Liga,2026-08-25,22:00,Valencia,Betis,1x2,Valencia Win,,,,1.80,2026-08-24T06:41:54Z
eaglepredict,8570557,La Liga,2026-08-25,22:00,Valencia,Betis,over_under,Over  2.5 Goals,,,,1.83,2026-08-24T06:41:54Z
eaglepredict,8570465,La Liga,2026-08-26,22:00,Real Madrid,Real Sociedad,1x2,Real Madrid Win,,,,1.27,2026-08-24T06:41:54Z
eaglepredict,8570465,La Liga,2026-08-26,22:00,Real Madrid,Real Sociedad,over_under,Over  2.5 Goals,,,,1.38,2026-08-24T06:41:54Z
eaglepredict,8570464,La Liga,2026-08-27,21:30,Celta de Vigo,Osasuna,btts,BTTS - Yes,,,,1.78,2026-08-24T06:41:54Z
