site,source_id,league,date,kickoff,home_team,away_team,market,pick,p1,p2,p3,note,scraped_at
sportytrader,liverpool-nottingham-forest-368654,Premier League,2026-08-29,14:30,Liverpool,Nottingham Forest,1x2,1,,,,Liverpool wins @ 1.5,2026-08-29T03:22:06Z
sportytrader,coventry-city-hull-368717,Premier League,2026-08-29,17:00,Coventry City,Hull,over_under,Under,,,,Under 2.5 goals @ 1.91,2026-08-29T03:22:06Z
sportytrader,tottenham-newcastle-368736,Premier League,2026-08-29,19:30,Tottenham,Newcastle,btts,Yes,,,,BTTS @ 1.57,2026-08-29T03:22:06Z
sportytrader,leipzig-monchengladbach-368672,Bundesliga,2026-08-29,16:30,Leipzig,Mönchengladbach,over_under,Under,,,,Under 3.5 goals @ 1.67,2026-08-29T03:22:06Z
sportytrader,1-fsv-mainz-05-paderborn-368679,Bundesliga,2026-08-29,16:30,1 Fsv Mainz 05,Paderborn,1x2,1,,,,1 Fsv Mainz 05 wins @ 1.57,2026-08-29T03:22:06Z
sportytrader,union-berlin-eintracht-frankfurt-368685,Bundesliga,2026-08-29,16:30,Union Berlin,Eintracht Frankfurt,btts,Yes,,,,BTTS @ 1.5,2026-08-29T03:22:06Z
sportytrader,koln-hoffenheim-368692,Bundesliga,2026-08-29,16:30,Köln,Hoffenheim,over_under,Over,,,,Over 2.5 goals @ 1.5,2026-08-29T03:22:06Z
sportytrader,spvgg-elversberg-bayer-leverkusen-368700,Bundesliga,2026-08-29,16:30,Spvgg Elversberg,Bayer Leverkusen,1x2,2,,,,Bayer Leverkusen Wins and BTTS @ 2.75,2026-08-29T03:22:06Z
sportytrader,spvgg-elversberg-bayer-leverkusen-368700,Bundesliga,2026-08-29,16:30,Spvgg Elversberg,Bayer Leverkusen,btts,Yes,,,,Bayer Leverkusen Wins and BTTS @ 2.75,2026-08-29T03:22:06Z
sportytrader,arouca-maritimo-368726,Liga Portugal,2026-08-29,17:30,Arouca,Maritimo,btts,Yes,,,,BTTS @ 1.8,2026-08-29T03:22:06Z
sportytrader,levante-betis-368729,LaLiga,2026-08-29,18:00,Levante,Betis,1x2,2,,,,Betis wins @ 2.15,2026-08-29T03:22:06Z
sportytrader,racing-strasbourg-lens-368739,Ligue 1,2026-08-29,18:15,Strasbourg,Lens,1x2,2,,,,Lens wins or draws and over 1.5 goals @ 1.63,2026-08-29T03:22:06Z
sportytrader,racing-strasbourg-lens-368739,Ligue 1,2026-08-29,18:15,Strasbourg,Lens,over_under,Over,,,,Lens wins or draws and over 1.5 goals @ 1.63,2026-08-29T03:22:06Z
sportytrader,borussia-dortmund-hamburg-368720,Bundesliga,2026-08-29,19:30,Borussia Dortmund,Hamburg,btts,Yes,,,,BTTS @ 1.8,2026-08-29T03:22:06Z
sportytrader,fiorentina-frosinone-369009,Serie A,2026-08-29,19:30,Fiorentina,Frosinone,1x2,X,,,,Draw @ 4,2026-08-29T03:22:06Z
sportytrader,monza-udinese-369128,Serie A,2026-08-29,19:30,Monza,Udinese,over_under,Over,,,,BTTS & over 2.5 goals @ 2.6,2026-08-29T03:22:06Z
sportytrader,academico-viseu-porto-368745,Liga Portugal,2026-08-29,20:00,Academico De Viseu FC,Porto,btts,No,,,,BTTS: No @ 1.67,2026-08-29T03:22:06Z
sportytrader,real-sociedad-espanyol-369045,LaLiga,2026-08-29,20:00,Real Sociedad,Espanyol,1x2,X,,,,Draw @ 3.6,2026-08-29T03:22:06Z
